"";"Nom";"Annee";"Abroutissement";"Densite_lin";"Frequentation";"Altitude";"Pente";"Tirs";"X";"Y";"fabr";"lfrequentation";"resid.gam";"resid.gam.spat"
"1097";"HAUTES BAUGES";2017;1;5,78269195556641;1887;1363,67834472656;8,78728580474854;1;953210,734563677;6511924,47368872;"1";7,54327334670545;0,846725480162843;0,852775575834894
"1133";"HAUTES BAUGES";2017;0;5,5916862487793;4029;1482,10388183594;6,55441093444824;0;952328,553948163;6513088,06310486;"0";8,30152165494073;-1,72783916127406;-1,36654281644361
"1147";"HAUTES BAUGES";2017;1;10,6072244644165;15796;884,001525878906;10,8456993103027;0;948606,083203751;6509176,6320207;"1";9,6675753275691;1,07939199994591;1,0833899632748
"1158";"HAUTES BAUGES";2017;0;3,98778676986694;66;853,901123046875;24,0229434967041;0;945048,789258679;6511908,90882954;"0";4,20469261939097;-0,889316865956612;-0,826844931741421
"1165";"HAUTES BAUGES";2017;0;3,77814984321594;38;1151,90246582031;27,1930027008057;3;947248,936327092;6507861,50189213;"0";3,66356164612965;-1,0542985986294;-1,18184070060658
"1171";"HAUTES BAUGES";2017;1;5,78269195556641;1887;1363,67834472656;8,78728580474854;1;953285,525470737;6512023,74071799;"1";7,54327334670545;0,846725480162843;0,852385487027837
"1174";"HAUTES BAUGES";2017;0;2,37654042243958;20;1446,87634277344;13,6093006134033;7;953383,952305533;6513241,81881286;"0";3,04452243772342;-1,32265898941589;-1,424929946546
"1177";"HAUTES BAUGES";2017;1;4,33113861083984;4690;790,239379882812;14,1157941818237;0;945210,174064262;6507912,04306548;"1";8,45340105832846;1,56805889128032;1,38672848334677
"1181";"HAUTES BAUGES";2017;1;5,87927961349487;66;862,193786621094;20,3179626464844;5;945574,314638944;6508545,34278399;"1";4,20469261939097;1,60048357041304;1,35356549187694
"1186";"HAUTES BAUGES";2017;0;4,76680946350098;678;1182,92431640625;18,4159622192383;2;945331,631209862;6514702,01226277;"0";6,5206211275587;-1,04290287352783;-0,600883414779185
"1189";"HAUTES BAUGES";2017;0;6,68483734130859;2111;1078,4404296875;25,9743347167969;0;949461,367887865;6509876,63488437;"0";7,65539064482615;-1,12148629329229;-1,18499800268926
"1194";"HAUTES BAUGES";2017;1;4,95901775360107;45;1052,31689453125;22,6834487915039;1;946645,378299232;6507155,33266362;"1";3,8286413964891;1,31951540466396;1,08107547847238
"1196";"HAUTES BAUGES";2017;1;7,74088668823242;7;882,086303710938;13,3699712753296;0;944510,440296819;6505436,2682828;"1";2,07944154167984;0,976813077477983;0,914047463440685
"1205";"SEMNOZ";2017;1;8,50210571289062;2011;1055,48364257812;31,8253307342529;0;940646,541356588;6521753,23800621;"1";7,60688453121963;1,13408193707278;1,08139805431892
"1243";"SEMNOZ";2017;0;1,51293015480042;686;982,512756347656;25,1111183166504;2;939502,751761097;6528157,52248417;"0";6,53233429222235;-0,439269078833513;-0,44535161125966
"1285";"SEMNOZ";2017;1;12,0597877502441;10704;730,667724609375;12,2348127365112;12;943891,720844873;6527320,40461936;"1";9,27846620102378;0,782814731794038;0,097431881576691
"1290";"SEMNOZ";2017;0;14,2380266189575;5548;587,290771484375;15,46311378479;0;941562,840049602;6535333,54849163;"0";8,6213730103259;-0,8145886092532;-0,609577607837163
"1306";"SEMNOZ";2017;1;8,95893287658691;6151;1234,81079101562;20,9413890838623;0;942313,887135402;6529731,91807992;"1";8,72453251118548;1,08697339990235;0,989770592655177
"1336";"SEMNOZ";2017;0;7,50460577011108;1497;1010,17108154297;22,6557083129883;2;939912,702111365;6529352,95067615;"0";7,31188616407716;-1,00720894617852;-0,711899963193318
"1341";"SEMNOZ";2017;1;22,3173675537109;15296;544,01708984375;13,4877214431763;0;943533,419166051;6532119,33283557;"1";9,63541200972327;0,828758308921581;0,95157771375694
"1350";"SEMNOZ";2017;1;9,52692127227783;0;984,617980957031;16,8175430297852;6;941442,341391329;6521346,73153559;"1";0;0,808391408916774;0,757761391093552
"1353";"SEMNOZ";2017;1;3,3018102645874;9;1121,64624023438;20,9688911437988;3;941445,784096903;6521746,3528305;"1";2,30258509299405;1,42195267448161;1,1631595513969
"1360";"SEMNOZ";2017;1;18,1318588256836;19421;904,960388183594;4,5369348526001;1;941538,739664464;6532536,17329483;"1";9,8741617231543;0,580945239106199;0,65607956128176
"1379";"SEMNOZ";2017;0;21,6528778076172;1823;557,650451660156;23,9643840789795;0;943151,011606685;6534120,90006054;"0";7,50878717063428;-0,986740043073126;-0,806511161701193
"1381";"SEMNOZ";2017;0;15,7885503768921;18166;654,646667480469;17,63987159729;3;941559,397117407;6534933,92310185;"0";9,80736204043875;-1,11609892398594;-0,881247754734125
"1384";"SEMNOZ";2017;1;16,5690765380859;10829;891,934509277344;3,44031429290771;2;941142,557818095;6532939,24079579;"1";9,29007533999504;0,730235103603576;0,902765385558239
"1406";"SEMNOZ";2017;0;9,22737312316895;510;715,958129882812;23,4779949188232;6;940749,818395072;6533741,93323098;"0";6,2363695902037;-0,871218734218169;-0,627502371066336
"1416";"SEMNOZ";2017;0;11,4161243438721;95;885,327758789063;18,402795791626;2;941841,962631211;6521343,28877393;"0";4,56434819146784;-0,767804261781799;-1,27193833888406
"1472";"SEMNOZ";2017;0;5,72872304916382;310;927,257751464844;23,1700019836426;1;943099,361395512;6528126,53769388;"0";5,73979291217923;-0,772425780049648;-0,831473954145634
"1477";"SEMNOZ";2017;0;11,6044225692749;3150;1354,66394042969;11,7979164123535;0;941907,37746244;6528936,11383068;"0";8,05547514175727;-1,23728745722274;-1,58400797619565
"1497";"SEMNOZ";2017;0;10,6701946258545;5389;751,082580566406;12,6777648925781;4;938286,672586158;6526169,73341492;"0";8,59230066390304;-1,02936829833596;-1,11180674889263
"1518";"SEMNOZ";2017;0;4,28107500076294;750;1367,47229003906;9,49211883544922;0;941056,490525753;6522948,66010506;"0";6,62140565176413;-1,18138542667519;-1,47132517621954
"1554";"SEMNOZ";2017;1;7,9610767364502;8982;994,329223632813;22,6712837219238;1;943082,144993428;6526128,42292782;"1";9,10308918122921;1,31826006590085;0,933864525373768
"1562";"SEMNOZ";2017;0;1,46459102630615;154;901,867370605469;13,2402620315552;2;938679,411457747;6525367,0463266;"0";5,04342511691925;-0,599932109877713;-0,545939189773415
"1566";"SEMNOZ";2017;0;5,50387239456177;2039;921,09423828125;15,3204221725464;2;939089,360116776;6526562,47231661;"0";7,62070508683826;-1,18488819541126;-0,775806121976673
"1576";"SEMNOZ";2017;1;10,1285047531128;14844;799,135864257812;13,818431854248;3;943492,097833085;6527323,848083;"1";9,60541838719786;1,30319931793593;0,810214678656479
"1588";"SEMNOZ";2017;0;5,61296558380127;33;1431,67517089844;20,0485992431641;0;941900,491577363;6528136,86704119;"0";3,52636052461616;-0,886119110551331;-0,677602167196432
"1596";"SEMNOZ";2017;1;17,6219444274902;20435;728,792541503906;17,1042327880859;0;943502,42807578;6528522,71764502;"1";9,92505333045069;0,93158061858798;0,796017251410378
"1603";"SEMNOZ";2017;0;8,70959281921387;33977;791,497436523438;4,99257707595825;2;942362,090953182;6535326,66238088;"0";10,4334685353419;-1,1893077337741;-0,894132939548866
"1607";"SEMNOZ";2017;1;6,2052116394043;17394;662,817749023438;23,7018756866455;5;941965,908564191;6535729,73100021;"1";9,76393808758604;1,51265913007271;2,57011465087518
"1611";"SEMNOZ";2017;1;6,4670467376709;5857;1185,44677734375;28,8168067932129;2;939461,445678725;6523362,05138294;"1";8,67556352738768;1,11839523731802;1,30523405639962
"1636";"SEMNOZ";2017;1;6,00753498077393;3079;1289,32177734375;11,7688617706299;3;940715,392050623;6529745,68944536;"1";8,03268487596762;0,797573825837383;1,02285056531633
"1644";"SEMNOZ";2017;1;4,36381387710571;37;1010,59722900391;25,0391502380371;7;943089,031534178;6526927,66847302;"1";3,63758615972639;0,94518988658424;0,127032349414922
"1658";"SEMNOZ";2017;0;3,36914730072022;1958;907,972961425781;16,3884105682373;2;939499,309551147;6527757,89923019;"0";7,58018941794454;-0,882247066798061;-0,624988594819079
"1716";"SEMNOZ";2017;0;10,758358001709;2020;1063,80712890625;7,84900808334351;4;942334,545753899;6532129,66274508;"0";7,61134771740362;-1,51779583977475;-1,72245339288061
"1718";"SEMNOZ";2017;1;17,8354225158691;11785;962,602111816406;9,57051944732666;0;941535,296779003;6532136,54874887;"1";9,37466766539786;0,58466572911705;0,680720843474914
"1779";"SEMNOZ";2017;0;4,22074127197266;20033;776,814025878906;10,3860521316528;3;942365,534133215;6535726,28787786;"0";9,90518610917171;-1,03775296909779;-0,736226706719493
"1788";"SEMNOZ";2017;0;10,7892475128174;6745;519,3466796875;10,3536825180054;0;941566,282988477;6535733,17400198;"0";8,8167050156216;-0,651465274172449;-0,51514299794391
"1795";"SEMNOZ";2017;1;13,4121608734131;8384;904,713562011719;13,8690357208252;2;942741,056732022;6532925,46873476;"1";9,03419967425731;1,18814065100706;1,18651990647263
"1814";"SEMNOZ";2017;0;4,13022565841675;4133;1378,4609375;29,5374069213867;1;939885,163494825;6526155,96517885;"0";8,32700074024171;-0,82742527812133;-0,703266106836213
"1822";"SEMNOZ";2017;0;1,82275903224945;620;1510,79931640625;10,9799203872681;2;940663,753780996;6523751,34635197;"0";6,43133108193348;-0,56322904933766;-0,789051865884183
"1826";"SEMNOZ";2017;1;5,05036544799805;26493;1497,55834960938;11,2280645370483;2;941073,703651497;6524946,77022269;"1";10,1846735712442;1,20125238650495;1,1830503379531
"1838";"SEMNOZ";2017;1;5,17676448822021;50;1015,99908447266;24,5254325866699;1;943085,588260456;6526528,04564022;"1";3,93182563272433;1,57645230117699;1,50292001836871
"1858";"SEMNOZ";2017;0;2,87933611869812;136;1268,84545898438;31,1299362182617;0;939892,048109169;6526955,21083063;"0";4,91998092582813;-0,821232180219606;-0,556429007717984
"1868";"SEMNOZ";2017;0;4,57718086242676;1663;1398,15979003906;25,0308036804199;0;940298,555942294;6527751,01457753;"0";7,41697962138115;-0,750949162061318;-0,704126739389317
"1870";"SEMNOZ";2017;1;1,15028321743011;375;1202,19995117188;32,3536796569824;1;939899,931808026;6527754,44835825;"1";5,92958914338989;1,75512544521833;2,04710794347382
"1885";"SEMNOZ";2017;1;8,94394683837891;18148;1348,19812011719;12,4990577697754;2;940708,506861587;6528946,44213409;"1";9,8063707417564;0,915381101247847;1,07082825070232
"1902";"SEMNOZ";2017;0;12,904522895813;2510;636,208557128906;12,9066734313965;3;943509,31493777;6529321,96462188;"0";7,82843635915759;-0,807836607092026;-1,2394770057776
"1905";"SEMNOZ";2017;1;5,04863882064819;868;1463,99438476562;11,0946111679077;3;941469,883222219;6524543,70526389;"1";6,76734312526539;1,24356154530795;1,03193514519834
"1923";"SEMNOZ";2017;0;12,4058542251587;8844;1231,35961914062;11,6943016052246;2;941921,149312694;6530534,60885512;"0";9,08760760659389;-1,49593182074774;-1,61014166619327
"1957";"SEMNOZ";2017;1;19,8022232055664;9430;845,466552734375;3,85567688941956;4;941948,693333789;6533731,60468754;"1";9,15175741454389;0,479712923389024;0,590817003414978
"1992";"SEMNOZ";2017;0;12,8788833618164;518;862,23095703125;10,4828958511353;15;941435,456000132;6520547,48930665;"0";6,25190388316589;-0,800233528493287;-0,109824001931493
"2002";"SEMNOZ";2017;1;8,84253597259521;113;908,122192382812;34,2309684753418;9;939850,740820711;6522159,74414246;"1";4,7361984483945;0,524469833102094;0,0442253403363682
"2006";"SEMNOZ";2017;0;6,47824335098267;5754;846,943359375;12,0157928466797;2;942251,912722963;6522538,71009767;"0";8,65782432115598;-1,17929422697516;-1,40112956356385
"2035";"SEMNOZ";2017;0;0,00278613157570362;37680;733,877075195312;7,24651098251343;3;942768,603002855;6536122,47024579;"0";10,5369112676163;-0,479718815001565;-0,642987947151508
"2064";"SEMNOZ";2017;0;14,918963432312;15126;1069,29614257812;14,5978412628174;2;940725,719884071;6530944,56131578;"0";9,6242365055622;-1,70049614998542;-1,49754588847545
"2078";"SEMNOZ";2017;0;0;27160;625,052551269531;18,9628810882568;0;942372,420513369;6536525,53923358;"0";10,2095373998461;-0,306553327113486;-0,295350112415491
"2086";"SEMNOZ";2017;1;16,4477691650391;10166;632,499694824219;13,1578578948975;3;943902,051448839;6528519,27416126;"1";9,22690246027516;1,08120529584642;0,782850829685905
"2096";"SEMNOZ";2017;0;8,82665157318115;6912;992,289978027344;23,4103546142578;0;942730,726991011;6531726,59515702;"0";8,84115897594526;-0,968137471342179;-1,04599335762215
"2104";"SEMNOZ";2017;0;22,9692420959473;7306;571,908996582031;25,5005531311035;0;943147,56821234;6533721,27505922;"0";8,89658807179122;-1,0794809485128;-0,962526171171025
"2108";"SEMNOZ";2017;0;17,5964832305908;9421;848,120422363281;10,3042116165161;5;942747,943259521;6533724,7183892;"0";9,15080265925999;-1,94763769374394;-1,21242182616903
"2142";"SEMNOZ";2017;0;4,75998544692993;2018;1198,57861328125;23,7196426391602;1;939102,546641862;6524149,45904691;"0";7,61035761831284;-1,05322954808041;-1,06663386273469
"2157";"SEMNOZ";2017;0;10,5875654220581;2525;731,987365722656;21,7907028198242;5;937869,841432056;6524175,06298511;"0";7,83439230291044;-0,780895138912861;-0,551875598896405
"2165";"SEMNOZ";2017;0;12,8319759368896;22575;791,052368164062;3,04374647140503;0;942358,647779846;6534927,03700448;"0";10,0246426740926;-1,13521844402594;-1,29067372713809
"2207";"SEMNOZ";2017;0;4,79697751998901;162;1306,94763183594;31,2591400146484;1;939888,605798682;6526555,58794454;"0";5,09375020080676;-1,00778436296141;-0,591262802339345
"2227";"SEMNOZ";2017;0;3,44169545173645;0;1276,78393554688;27,9174346923828;1;942276,013626325;6525336,06412255;"0";0;-0,732908526510278;-0,591313055919633
"2238";"SEMNOZ";2017;0;1,80501592159271;0;1296,53881835938;27,2599582672119;3;942279,456639213;6525735,68660754;"0";0;-0,547803686807344;-0,610534146360738
"2240";"SEMNOZ";2017;0;4,12546539306641;2534;1497,81982421875;11,4438428878784;5;941879,834082255;6525739,12956284;"0";7,83794891602528;-1,21613482405239;-0,862077428771169
"2243";"SEMNOZ";2017;1;22,0534019470215;12308;828,821899414062;3,13927721977234;2;942351,761453256;6534127,78661336;"1";9,4180859811103;0,513667975734167;0,713897958267197
"2247";"SEMNOZ";2017;1;5,30475854873657;501;1199,30810546875;14,7952966690063;3;941046,162730068;6521749,79547851;"1";6,21860011969173;0,837830352508531;0,688490636025165
"2254";"SEMNOZ";2017;1;7,18308734893799;5;935,787048339844;20,4773483276367;3;939454,561424316;6522562,80788456;"1";1,79175946922805;1,39904721199014;1,5240957103983
"2268";"SEMNOZ";2017;1;7,92920637130737;6532;1159,98010253906;25,6277256011963;2;942269,127620573;6524536,81951368;"1";8,78462153484075;1,19778821397578;0,952339660356143
"2281";"SEMNOZ";2017;1;7,73037052154541;3979;911,891174316406;15,7781715393066;0;939919,586831839;6530152,19825492;"1";8,28903709827848;1,13368159870962;1,51596416822579
"2288";"SEMNOZ";2017;1;13,7561702728271;16750;945,702880859375;16,0111293792725;1;940326,09573479;6530948,00387594;"1";9,72621323696369;1,09477438563055;1,07538921948878
"2291";"SEMNOZ";2017;1;11,6070079803467;12469;1134,19812011719;18,4327011108398;0;940722,277266268;6530544,9372385;"1";9,43108103867408;1,00534225252568;0,936950831663396
"2308";"SEMNOZ";2017;1;14,9000396728516;2322;975,526672363281;5,24275636672974;1;940732,605139642;6531743,80983184;"1";7,75061473277041;0,903170685718343;0,846242618653769
"2313";"SEMNOZ";2017;1;16,9026432037354;1528;641,666076660156;24,4210147857666;0;943133,794702037;6532122,77625925;"1";7,33236920592906;1,65214049327758;1,62238159468113
"2328";"SEMNOZ";2017;1;5,96875143051148;3234;1344,90539550781;18,6493797302246;4;940653,426306438;6522552,48098354;"1";8,081784206935;0,946076306548468;0,796699797990206
"2339";"SEMNOZ";2017;1;9,93869400024414;5470;1254,78161621094;20,2109508514404;0;942310,444055718;6529332,29439072;"1";8,60721669406383;1,13175575613305;0,926217409967951
"2346";"SEMNOZ";2017;0;7,78726816177368;9934;1309,83483886719;11,2296581268311;0;940711,949452779;6529346,0657295;"0";9,20381915498592;-1,58472439818611;-1,41342596967503
"2354";"SEMNOZ";2017;1;10,2393140792847;480;787,733337402344;10,3673124313354;0;939113,454743406;6529359,83514096;"1";6,17586727010576;1,5497165446126;1,65354204713756
"2366";"SEMNOZ";2017;1;16,4818725585938;14555;895,676635742188;2,31407904624939;2;941545,625455407;6533335,42274834;"1";9,58575855873205;0,698163532043929;0,844423001590742
"2368";"SEMNOZ";2017;0;8,5753927230835;16434;816,279602050781;14,3717966079712;1;943488,654432261;6526924,22513649;"0";9,70716848609832;-1,10613057040857;-1,40931898309535
"2378";"SEMNOZ";2017;0;9,50315475463867;7962;994,882690429688;21,916202545166;0;942734,170231317;6532126,21956242;"0";8,98256109225744;-1,00891565212264;-1,10745310743588
"2388";"SEMNOZ";2017;0;0;32397;670,853393554688;10,5251159667969;0;942772,046316875;6536522,09597724;"0";10,3858519714801;-0,410708469817475;-0,443046156471221
"2394";"SEMNOZ";2017;0;7,99266242980957;11387;1312,12658691406;9,02786254882812;0;941518,082451784;6530138,42782657;"0";9,34031544839793;-1,57304950778664;-1,52232252707767
"2399";"SEMNOZ";2017;0;12,9228296279907;7538;960,734375;17,2029552459717;1;940322,653237473;6530548,379792;"0";8,9278448262117;-1,13226938479547;-1,1983974454359
"2403";"SEMNOZ";2017;1;14,8880052566528;6816;679,066589355469;18,7314071655273;7;943126,907987118;6531323,52758235;"1";8,82717477136278;0,811282313889978;0,095254220805065
"2439";"SEMNOZ";2017;1;8,9360179901123;4670;1073,84643554688;9,67177486419678;1;942331,102634099;6531730,03833299;"1";8,44912846050211;0,882217942579912;0,910033166756498
"2443";"SEMNOZ";2017;0;12,658278465271;391;790,134460449219;23,0590744018555;2;941035,834994177;6520550,93193472;"0";5,97126183979046;-0,521897572199794;-1,11519564527612
"2467";"SEMNOZ";2017;1;13,7537155151367;17266;651,436218261719;12,9323616027832;0;943512,758378824;6529721,58829099;"1";9,75655244441243;1,4378225001992;1,05494541936112
"2473";"SEMNOZ";2017;1;17,6020812988281;15079;609,722595214844;8,97200298309326;4;943919,269256395;6530517,39247327;"1";9,62112464156195;0,867491809611199;0,713302460957219
"2476";"SEMNOZ";2017;1;20,1390514373779;13904;579,340698242188;10,5000705718994;0;943926,156426435;6531316,64064134;"1";9,54000376666806;0,851213067016019;0,857935469666545
"2478";"SEMNOZ";2017;1;10,9705514907837;712;1130,18334960938;7,93173408508301;0;941928,035277884;6531333,85709018;"1";6,5694814204143;0,979168489838728;0,842794670698168
"2483";"SEMNOZ";2017;0;11,5382022857666;121;1218,10571289062;16,7796669006348;0;941121,901288408;6530541,49456452;"0";4,80402104473326;-1,23729277069175;-1,16622457353198
"2490";"SEMNOZ";2017;0;2,11736464500427;100;891,421081542969;12,6761112213135;2;938682,853387192;6525766,66887135;"0";4,61512051684126;-0,666976305697046;-0,528149877097777
"2497";"SEMNOZ";2017;0;6,53682088851929;267;854,487670898438;22,7179164886475;1;938262,58001507;6523372,37724067;"0";5,59098698051086;-0,70093304132774;-0,649709273116107
"2500";"SEMNOZ";2017;0;8,59688568115234;826;1373,32922363281;3,5839524269104;0;941511,196767585;6529339,18030102;"0";6,71780469502369;-1,38843656759294;-1,45554555705359
"2518";"SEMNOZ";2017;1;7,17883825302124;2837;1334,26354980469;7,79949188232422;0;941115,015831817;6529742,24678469;"1";7,95085485771999;0,893356289198994;1,00834140224956
"2523";"SEMNOZ";2017;0;10,4694194793701;4912;1047,36328125;27,4291801452637;0;942716,954096738;6530128,09874037;"0";8,49964003216865;-0,914786506623958;-1,18102859036951
"2550";"SEMNOZ";2017;1;13,7555065155029;7958;1139,98522949219;17,0350246429443;5;941125,344026696;6530941,11863514;"1";8,98205864280585;0,648341950923217;1,07444368842484
"2565";"SEMNOZ";2017;0;8,8005895614624;38;1417,07458496094;16,0963249206543;0;941903,934516565;6528536,49037572;"0";3,66356164612965;-1,05343106603817;-0,902083918116728
"2579";"SEMNOZ";2017;1;9,39141368865967;148;1281,66772460938;14,2104511260986;0;941118,458556782;6530141,87061437;"1";5,00394630594546;1,02444782322191;1,24340294669107
"2611";"SEMNOZ";2017;0;13,0703048706055;10592;800,501037597656;13,325834274292;2;941552,511273052;6534134,67268399;"0";9,2679486845965;-0,993557334341919;-0,825390237466889
"2615";"SEMNOZ";2017;0;15,486629486084;27674;1478,76977539063;8,18345546722412;0;941104,687696879;6528543,37601844;"0";10,2282847575768;-1,42076605104074;-1,76944183076219
"2617";"SEMNOZ";2017;0;6,46921300888062;1023;1033,67529296875;24,5634307861328;2;939909,259761082;6528953,32706746;"0";6,93147180559945;-0,974667499078125;-0,661421441365366
"2621";"SEMNOZ";2017;0;5,7581353187561;2401;901,91357421875;13,6212596893311;2;939092,802186446;6526962,09521595;"0";7,78405700263993;-1,20323330245186;-0,783355726250749
"2652";"SEMNOZ";2017;0;11,5700168609619;7803;1030,64599609375;26,6684703826904;2;942720,397310265;6530527,7226638;"0";8,962391701743;-0,863088355903868;-1,09064712549006
"2659";"SEMNOZ";2017;1;4,28244113922119;3438;1433,96301269531;12,6255149841309;4;940257,247050245;6522955,54507998;"1";8,14293601043227;1,0910573724379;0,918890085711024
"2664";"SEMNOZ";2017;1;17,0592861175537;10793;875,894287109375;11,6431245803833;2;942744,499992422;6533325,09350171;"1";9,28674570317859;0,78503149746977;0,998102593162142
"2668";"SEMNOZ";2017;0;17,3618221282959;291;656,230041503906;22,4180469512939;3;943130,351341225;6531723,15186055;"0";5,67675380226828;-0,887197270028191;-0,894503354613051
"2691";"SEMNOZ";2017;1;5,20360660552979;1922;1290,37341308594;13,1260662078857;2;941053,047920546;6522549,03844255;"1";7,56164174558878;0,91031420250292;0,898023821291333
"2702";"SEMNOZ";2017;1;3,88041973114014;28;1168,58447265625;20,8660411834717;2;941449,22680913;6522145,97424571;"1";3,36729582998647;1,36077598726166;1,33382116438445
"2710";"SEMNOZ";2017;0;8,93593406677246;54;1105,95825195312;29,1397247314453;0;942713,510889905;6529728,4749374;"0";4,00733318523247;-0,994916714570266;-0,842803518690579
"2711";"SEMNOZ";2017;1;5,36048412322998;1864;1317,72998046875;25,4213008880615;0;939468,329959596;6524161,29536269;"1";7,53101633207792;1,42470863639203;1,37702723275271
"2713";"SEMNOZ";2017;0;6,54331970214844;368;1160,88500976562;22,7558937072754;2;940312,325785394;6529349,50826305;"0";5,91079664404053;-1,14075039994266;-0,742835615404953
