;species;xcoord;ycoord
17855;TIMLEP;709315.4172;6286563.333
17856;TIMLEP;764415.6071;6293253.147
17857;TIMLEP;709527.6646;6286271.918
17858;TIMLEP;709238.6599;6286764.819
17859;TIMLEP;722066.0926;6281417.215
17860;TIMLEP;722305.228;6281363.367
17861;TIMLEP;723108.5153;6281590.951
17862;TIMLEP;721681.6576;6281447.126
17863;TIMLEP;709419.3967;6286447.795
17864;TIMLEP;727867.7375;6289897.197
17865;TIMLEP;702165.5006;6280491.655
17866;TIMLEP;673829.7631;6245067.016
17867;TIMLEP;698835.184;6209660.346
17868;TIMLEP;710384.8796;6224020.904
17869;TIMLEP;793195.5323;6290039.904
17870;TIMLEP;820326.302;6308555.184
17871;TIMLEP;819971.4053;6308543.953
17872;TIMLEP;819971.4053;6308543.953
17873;TIMLEP;652450.5059;6231465.36
17874;TIMLEP;653128.9312;6231522.14
17875;TIMLEP;652857.9707;6231555.006
17876;TIMLEP;652450.5059;6231465.36
17877;TIMLEP;653106.7829;6231584.067
17878;TIMLEP;691303.9034;6169636.352
17879;TIMLEP;727135.7256;6284983.34
17880;TIMLEP;727208.3683;6284938.518
17881;TIMLEP;761467.1015;6307726.369
17882;TIMLEP;759035.7559;6313340.449
17883;TIMLEP;758707.8683;6267249.325
17884;TIMLEP;758548.8952;6267203.405
17885;TIMLEP;793187.4099;6289867.427
17886;TIMLEP;758477.7234;6266758.142
17887;TIMLEP;758698.2778;6267060.277
17888;TIMLEP;758678.452;6267104.556
17889;TIMLEP;758745.297;6267138.516
17890;TIMLEP;751239.8728;6262305.432
17891;TIMLEP;758735.4693;6267327.385
17892;TIMLEP;759081.6664;6267775.188
17893;TIMLEP;758385.2724;6267046.294
17894;TIMLEP;696175.0541;6222659.353
17895;TIMLEP;695982.8301;6222726.179
17896;TIMLEP;791318.0946;6290107.083
17897;TIMLEP;758736.0824;6267260.7
17898;TIMLEP;758740.3235;6267327.43
17899;TIMLEP;758721.5032;6267438.41
17900;TIMLEP;759398.0061;6268122.693
17901;TIMLEP;762354.9364;6271018.586
17902;TIMLEP;762131.4029;6270805.221
17903;TIMLEP;767179.9475;6272801.485
17904;TIMLEP;723929.5494;6240212.925
17905;TIMLEP;723885.6351;6240223.878
17906;TIMLEP;723778.8731;6240312.417
17907;TIMLEP;723726.3204;6240023.183
17908;TIMLEP;744244.7512;6259385.392
17909;TIMLEP;745959.7475;6260953.668
17910;TIMLEP;765814.7708;6272620.538
17911;TIMLEP;792447.9868;6289867.76
17912;TIMLEP;766903.1332;6272987.533
17913;TIMLEP;766795.5232;6272841.911
17914;TIMLEP;688430.9116;6192312.254
17915;TIMLEP;787275.4363;6288449.906
17916;TIMLEP;691664.6869;6225281.156
17917;TIMLEP;702475.9524;6224466.536
17918;TIMLEP;747179.1826;6300846.246
17919;TIMLEP;725540.1064;6284039.774
17920;TIMLEP;726164.965;6283335.141
17921;TIMLEP;726701.4913;6283514.871
17922;TIMLEP;693023.4355;6204320.572
17923;TIMLEP;806858.8544;6296464.9
17924;TIMLEP;691890.3291;6169383.345
17925;TIMLEP;688107.3849;6168759.7
17926;TIMLEP;687902.8859;6167424.853
17927;TIMLEP;688019.6102;6168428.282
17928;TIMLEP;687820.4663;6166765.62
17929;TIMLEP;687839.3135;6167131.763
17930;TIMLEP;687854.1664;6167340.408
17931;TIMLEP;687903.5595;6167565.783
17932;TIMLEP;707136.3006;6151390.891
17933;TIMLEP;707434.6677;6151465.563
17934;TIMLEP;707405.4953;6151519.759
17935;TIMLEP;707809.5957;6151878.424
17936;TIMLEP;707431.0979;6151450.007
17937;TIMLEP;707428.7256;6151467.241
17938;TIMLEP;707413.1536;6151510.005
17939;TIMLEP;707271.4774;6151105.916
17940;TIMLEP;707265.1962;6151039.945
17941;TIMLEP;707712.611;6151812.422
17942;TIMLEP;707689.7713;6151839.612
17943;TIMLEP;707326.1452;6151265.213
17944;TIMLEP;707268.92;6151115.975
17945;TIMLEP;757640.0742;6296001.51
17946;TIMLEP;773272.9531;6289611.666
17947;TIMLEP;819818.1213;6309117.249
17948;TIMLEP;822143.0575;6297970.807
17949;TIMLEP;820673.2794;6308408.456
17950;TIMLEP;822720.9161;6307901.851
17951;TIMLEP;822744.8565;6307848.411
17952;TIMLEP;825000.6948;6308780.382
17953;TIMLEP;807009.1733;6313689.105
17954;TIMLEP;805544.1014;6314504.533
17955;TIMLEP;806994.7063;6297132.949
17956;TIMLEP;806872.0059;6297029.268
17957;TIMLEP;808002.3959;6295298.218
17958;TIMLEP;808014.577;6295089.959
17959;TIMLEP;804493.5874;6291986.116
17960;TIMLEP;796121.738;6305129.709
17961;TIMLEP;795468.8488;6304698.428
17962;TIMLEP;798870.1206;6305214.906
17963;TIMLEP;790142.0331;6297678.501
17964;TIMLEP;801217.4105;6319741.542
17965;TIMLEP;825537.0107;6299847.838
17966;TIMLEP;789993.2421;6298140.139
17967;TIMLEP;802645.9602;6311828.472
17968;TIMLEP;803549.4657;6312190.115
17969;TIMLEP;821469.3759;6305658.333
17970;TIMLEP;795147.8451;6304463.102
17971;TIMLEP;802643.2751;6311838.718
17972;TIMLEP;803952.8247;6311686.488
17973;TIMLEP;803539.9337;6312155.709
17974;TIMLEP;795134.0677;6304478.239
17975;TIMLEP;794822.0558;6308475.465
17976;TIMLEP;814238.4046;6306838.429
17977;TIMLEP;813965.3582;6306666.701
17978;TIMLEP;813296.7243;6306804.356
17979;TIMLEP;794769.7876;6308278.697
17980;TIMLEP;789844.4412;6306475.122
17981;TIMLEP;814594.1506;6285235.51
17982;TIMLEP;798946.1358;6305197.638
17983;TIMLEP;810763.326;6293569.961
17984;TIMLEP;739482.314;6293006.612
17985;TIMLEP;702375.8333;6188429.934
17986;TIMLEP;700290.2883;6176835.856
17987;TIMLEP;702298.4102;6188494.798
17988;TIMLEP;702323.7915;6188501.062
17989;TIMLEP;705392.6042;6222323.475
17990;TIMLEP;804393.537;6286106.821
17991;TIMLEP;806702.0652;6344615.341
17992;TIMLEP;804085.9986;6348252.932
17993;TIMLEP;809340.4411;6352232.768
17994;TIMLEP;808744.4984;6345253.65
17995;TIMLEP;764756.4693;6318213.818
17996;TIMLEP;800506.3781;6336170.818
17997;TIMLEP;806657.0713;6344638.514
17998;TIMLEP;808727.1736;6345263.607
17999;TIMLEP;806695.8628;6344610.761
18000;TIMLEP;729348.318;6284194.586
18001;TIMLEP;727223.0195;6279636.249
18002;TIMLEP;727077.3376;6279734.098
18003;TIMLEP;680224.4953;6250541.864
18004;TIMLEP;697224.1167;6218519.819
18005;TIMLEP;769079.0955;6296772.611
18006;TIMLEP;759967.7014;6304059.191
18007;TIMLEP;747734.7241;6290705.049
18008;TIMLEP;842507;6324550
18009;TIMLEP;753204.269;6305445.966
18010;TIMLEP;745649.238;6319469.647
18011;TIMLEP;704496.7431;6221121.82
18012;TIMLEP;681370.8916;6265061.069
18013;TIMLEP;668949.1326;6185218.529
18014;TIMLEP;688419.4762;6189062.76
18015;TIMLEP;688350.9874;6189087.395
18016;TIMLEP;699942.8125;6173428.763
18017;TIMLEP;757276.934;6279805.388
18018;TIMLEP;762068.4423;6275561.866
18019;TIMLEP;751299.5732;6277812.206
18020;TIMLEP;755608.1442;6302622.568
18021;TIMLEP;685997.1477;6179732.395
18022;TIMLEP;688811.1237;6189735.163
18023;TIMLEP;685970.2678;6179801.971
18024;TIMLEP;685921.7398;6179853.543
18025;TIMLEP;685970.2678;6179801.971
18026;TIMLEP;685966.7938;6179823.019
18027;TIMLEP;685967.4327;6179825.39
18028;TIMLEP;688643.4689;6189603.944
18029;TIMLEP;685591.7717;6180243.509
18030;TIMLEP;685827.2042;6180078.179
18031;TIMLEP;685797.2701;6180069.478
18032;TIMLEP;684776.4736;6180162.7
18033;TIMLEP;685846.465;6180034.303
18034;TIMLEP;684866.8994;6181207.374
18035;TIMLEP;678473.2282;6183735.598
18036;TIMLEP;689300.5922;6188364.866
18037;TIMLEP;688828.5742;6189747.285
18038;TIMLEP;691077.5651;6169552.031
18039;TIMLEP;689135.83;6180361.487
18040;TIMLEP;685960.9403;6179850.467
18041;TIMLEP;689843.957;6182582.887
18042;TIMLEP;710188.0928;6155802.484
18043;TIMLEP;685814.8364;6180055.413
18044;TIMLEP;663514.1;6192674.8
18045;TIMLEP;689862.5618;6182894.133
18046;TIMLEP;685614.69;6180262.744
18047;TIMLEP;685974.9424;6179815.369
18048;TIMLEP;685821.9443;6180086.957
18049;TIMLEP;685830.0847;6180075.8
18050;TIMLEP;689167.3027;6180407.534
18051;TIMLEP;688256.2401;6181272.018
18052;TIMLEP;685963.144;6179828.184
18053;TIMLEP;685176.5388;6176787.32
18054;TIMLEP;685981.4652;6179804.319
18055;TIMLEP;685818.3558;6180055.405
18056;TIMLEP;688624.5686;6189327.58
18057;TIMLEP;698620.2271;6171881.949
18058;TIMLEP;685818.3865;6180069.432
18059;TIMLEP;681952.9046;6186974.169
18060;TIMLEP;685832.4717;6180072.907
18061;TIMLEP;685604.1088;6180252.248
18062;TIMLEP;685969.1545;6179807.852
18063;TIMLEP;685830.7236;6180078.171
18064;TIMLEP;687168.3864;6181107.079
18065;TIMLEP;685598.8259;6180250.506
18066;TIMLEP;743278.6883;6297180.122
18067;TIMLEP;739595.3924;6292938.695
18068;TIMLEP;739838.4035;6290225.668
18069;TIMLEP;738007.5692;6285680.699
18070;TIMLEP;737927.0802;6282667.489
18071;TIMLEP;738396.6517;6282347.22
18072;TIMLEP;737943.6348;6282638.914
18073;TIMLEP;740455.631;6293719.698
18074;TIMLEP;738306.7626;6282423.142
18075;TIMLEP;723930.5867;6284517.569
18076;TIMLEP;743260.3888;6297301.352
18077;TIMLEP;737939.4293;6282653.893
18078;TIMLEP;747236.6919;6289929.196
18079;TIMLEP;740478.2679;6293720.287
18080;TIMLEP;739593.7808;6292938.685
18081;TIMLEP;740549.1346;6293852.43
18082;TIMLEP;739569.8296;6292656.592
18083;TIMLEP;741420.67;6295113.276
18084;TIMLEP;739814.8132;6290555.923
18085;TIMLEP;743203.1038;6297293.961
18086;TIMLEP;739840.0899;6293174.934
18087;TIMLEP;743276.3076;6297387.919
18088;TIMLEP;741728.0955;6295575.257
18089;TIMLEP;742259.7167;6296593.28
18090;TIMLEP;739897.3924;6289997.657
18091;TIMLEP;739882.5612;6289997.231
18092;TIMLEP;744064.1349;6267062.067
18093;TIMLEP;771528.3252;6313944.199
18094;TIMLEP;682105.4716;6186941.61
18095;TIMLEP;658747.7934;6187569.288
18096;TIMLEP;703838.5152;6220428.219
18097;TIMLEP;704023.3653;6221252.466
18098;TIMLEP;704546.9917;6220972.147
18099;TIMLEP;746740.2042;6270447.146
18100;TIMLEP;695650.3955;6196039.92
18101;TIMLEP;689578.8225;6192010.037
18102;TIMLEP;697550.1746;6207470.306
18103;TIMLEP;725355.0073;6248944.898
18104;TIMLEP;729109.9406;6250928.421
18105;TIMLEP;759244.8644;6267670.901
18106;TIMLEP;766372.8371;6272711.175
18107;TIMLEP;701320.1895;6253763.42
18108;TIMLEP;684237.0706;6185939.501
18109;TIMLEP;779133.1701;6320283.345
18110;TIMLEP;726998.9553;6289230.523
18111;TIMLEP;727169.4551;6289387.16
18112;TIMLEP;685195.1469;6180030.906
18113;TIMLEP;750354.5147;6269183.213
18114;TIMLEP;779672.863;6299255.351
18115;TIMLEP;716680.8605;6264891.547
18116;TIMLEP;817001.7065;6356417.094
18117;TIMLEP;689758.8919;6229955.066
18118;TIMLEP;689739.1071;6230712.874
18119;TIMLEP;792696.2117;6291260.67
18120;TIMLEP;792817.4354;6291240.208
18121;TIMLEP;713248.9932;6241315.89
18122;TIMLEP;693018.4318;6200323.563
18123;TIMLEP;707427.4808;6151464.882
18124;TIMLEP;730600.9634;6285169.149
18125;TIMLEP;757977.7519;6294899.935
18126;TIMLEP;679431.0048;6156319.579
18127;TIMLEP;679586.7973;6156129.974
18128;TIMLEP;679742.5988;6155940.371
18129;TIMLEP;679767.2929;6155940.294
18130;TIMLEP;707092.7872;6150806.474
18131;TIMLEP;707092.7872;6150806.474
18132;TIMLEP;707479.2624;6151418.773
18133;TIMLEP;707487.4866;6151429.907
18134;TIMLEP;708696.8901;6151771.72
18135;TIMLEP;707314.7336;6151229.464
18136;TIMLEP;707297.1708;6151244.908
18137;TIMLEP;710098.4236;6223866.883
18138;TIMLEP;710218.0832;6223841.379
18139;TIMLEP;662810.4818;6177603.852
18140;TIMLEP;691829.343;6169436.035
18141;TIMLEP;687043.3151;6167535.302
18142;TIMLEP;663515.8796;6177008.755
18143;TIMLEP;691750.8033;6169477.612
18144;TIMLEP;687350.9377;6167315.466
18145;TIMLEP;691498.3037;6169577.935
18146;TIMLEP;691612.5393;6169541.579
18147;TIMLEP;691723.0273;6169494.382
18148;TIMLEP;691650.8567;6169526.319
18149;TIMLEP;663870.5566;6177240.433
18150;TIMLEP;683935.7818;6181129.708
18151;TIMLEP;683701.2786;6181043.311
18152;TIMLEP;691969.8765;6169379.61
18153;TIMLEP;684007.1495;6181132.315
18154;TIMLEP;688057.0124;6158642.301
18155;TIMLEP;751139.7214;6262896.126
18156;TIMLEP;691672.7115;6169511.853
18157;TIMLEP;709867.9164;6155555.326
18158;TIMLEP;662869.6629;6177572.301
18159;TIMLEP;688367.6297;6183154.936
18160;TIMLEP;691228.1831;6169901.443
18161;TIMLEP;691638.7108;6169530.775
18162;TIMLEP;687450.1368;6166550.213
18163;TIMLEP;687440.7338;6166502.276
18164;TIMLEP;686809.5813;6168463.863
18165;TIMLEP;687572.0153;6164686.713
18166;TIMLEP;707055.0142;6150800.207
18167;TIMLEP;683917.7137;6181193.996
18168;TIMLEP;712366.1769;6152142.208
18169;TIMLEP;666161.1587;6196333.614
18170;TIMLEP;691919.4595;6169388.712
18171;TIMLEP;697029.6617;6174152.439
18172;TIMLEP;691665.1675;6169511.347
18173;TIMLEP;679919.6171;6165023.867
18174;TIMLEP;691732.7492;6169487.294
18175;TIMLEP;691486.8495;6169579.706
18176;TIMLEP;691545.1073;6169542.855
18177;TIMLEP;693139.6624;6203558.517
18178;TIMLEP;687352.3581;6167481.475
18179;TIMLEP;693907.2708;6157637.617
18180;TIMLEP;683675.4093;6181055.287
18181;TIMLEP;687219.7591;6161921.134
18182;TIMLEP;683918.1731;6170161.134
18183;TIMLEP;654090.3416;6191112.097
18184;TIMLEP;675017.5973;6241565.578
18185;TIMLEP;668242.0136;6247120.344
18186;TIMLEP;670006.344;6247670.997
18187;TIMLEP;678315.3762;6167696.81
18188;TIMLEP;687972.8482;6192342.884
18189;TIMLEP;690908.8134;6192441.573
18190;TIMLEP;690888.5187;6192547.219
18191;TIMLEP;690449.7089;6191762.027
18192;TIMLEP;679970.4792;6193643.608
18193;TIMLEP;690880.5525;6192008.685
18194;TIMLEP;690300.4412;6191856.289
18195;TIMLEP;690852.5611;6191992.355
18196;TIMLEP;690603.0518;6192138.372
18197;TIMLEP;792510.3721;6366136.199
18198;TIMLEP;792508.0263;6366138.609
18199;TIMLEP;749438.6308;6265237.938
18200;TIMLEP;760848.2489;6274165.299
18201;TIMLEP;698357.7031;6160579.696
18202;TIMLEP;694065.2659;6164745.128
18203;TIMLEP;733322.1913;6266798.428
18204;TIMLEP;697139.8686;6228644.005
18205;TIMLEP;774416.8739;6301017.27
18206;TIMLEP;708056.9524;6224429
18207;TIMLEP;728527.5994;6285701.889
18208;TIMLEP;781959.4038;6350703.085
18209;TIMLEP;696507.4961;6228619.308
18210;TIMLEP;707911.4359;6224488.2
18211;TIMLEP;707959.9652;6224582.969
18212;TIMLEP;735041.6337;6254170.661
18213;TIMLEP;756243.5879;6302086.654
18214;TIMLEP;709473.2337;6226978.553
18215;TIMLEP;696737.3184;6229337.041
18216;TIMLEP;675737.6894;6168401.635
18217;TIMLEP;756479.4247;6292863.681
18218;TIMLEP;756254.8944;6293130.082
18219;TIMLEP;733688.3032;6253785.455
18220;TIMLEP;733623.5605;6253762.882
18221;TIMLEP;756431.872;6292791.799
18222;TIMLEP;817679.9634;6312779.867
18223;TIMLEP;817657.0596;6312801.67
18224;TIMLEP;740079.4486;6284099.238
18225;TIMLEP;819151.6507;6311818.211
18226;TIMLEP;756157.9686;6302336.036
18227;TIMLEP;758269.0307;6305059.352
18228;TIMLEP;819949.7695;6297629.142
18229;TIMLEP;701085.9937;6256153.473
18230;TIMLEP;767867.3374;6272019.588
18231;TIMLEP;766497.0562;6269948.729
18232;TIMLEP;734918.9808;6254243.355
18233;TIMLEP;758237.2242;6272638.633
18234;TIMLEP;734981.937;6254279.603
18235;TIMLEP;681970.429;6265775.264
18236;TIMLEP;676909.6253;6167585.362
18237;TIMLEP;756183.7593;6302027.656
18238;TIMLEP;755930.5377;6302132.336
18239;TIMLEP;758368.7548;6305121.832
18240;TIMLEP;708369.7124;6224329.871
18241;TIMLEP;756231.4151;6302056.308
18242;TIMLEP;776323.8522;6291617.64
18243;TIMLEP;735041.8385;6253570.401
18244;TIMLEP;735051.2612;6254070.67
18245;TIMLEP;840505.7513;6326539.018
18246;TIMLEP;840867.6189;6326753.446
18247;TIMLEP;772588.3899;6316374.103
18248;TIMLEP;772533.0934;6316456.146
18249;TIMLEP;772258.2877;6316129.416
18250;TIMLEP;772672.3417;6316426.052
18251;TIMLEP;698645.0179;6206770.674
18252;TIMLEP;772209.4795;6316142.528
18253;TIMLEP;772820.6418;6316467.888
18254;TIMLEP;698627.8541;6206324.671
18255;TIMLEP;772063.3014;6316139.087
18256;TIMLEP;698745.2793;6206201.886
18257;TIMLEP;698768.5608;6206220.229
18258;TIMLEP;791248.5722;6330742.964
18259;TIMLEP;692556.1922;6203306.427
18260;TIMLEP;677989.171;6170473.512
18261;TIMLEP;687644.0829;6168092.075
18262;TIMLEP;693675.6364;6168693.021
18263;TIMLEP;677952.8216;6169738.638
18264;TIMLEP;682084.866;6216742.277
18265;TIMLEP;712656.4584;6150205.248
18266;TIMLEP;793805.4846;6296541.058
18267;TIMLEP;727634.5518;6250774.4
18268;TIMLEP;749218.5817;6277812.598
18269;TIMLEP;759957.8024;6304146.545
18270;TIMLEP;754697.207;6276090.333
18271;TIMLEP;689598.0075;6199033.918
18272;TIMLEP;743728.7441;6283408.317
18273;TIMLEP;759122.5782;6274640.85
18274;TIMLEP;759118.051;6274731.745
18275;TIMLEP;745122.7663;6289431.774
18276;TIMLEP;747744.3993;6290731.699
18277;TIMLEP;632047.7609;6218090.126
18278;TIMLEP;633098.8411;6217775.162
18279;TIMLEP;633059.8605;6218088.238
18280;TIMLEP;772363.6112;6291116.372
18281;TIMLEP;792688.5063;6290682.61
18282;TIMLEP;698814.5917;6209037.292
18283;TIMLEP;765459.369;6295253.231
18284;TIMLEP;730125.3001;6285171.916
18285;TIMLEP;776383.5771;6287776.122
18286;TIMLEP;756179.9862;6302026.653
18287;TIMLEP;728870.316;6285491.924
18288;TIMLEP;730132.3295;6285105.979
18289;TIMLEP;728508.8998;6285730.06
18290;TIMLEP;756169.6497;6302166.49
18291;TIMLEP;697125.9979;6228457.066
18292;TIMLEP;844429.5086;6323580.092
18293;TIMLEP;776068.4128;6291805.662
18294;TIMLEP;766230.1349;6271624.48
18295;TIMLEP;728840.5357;6285519.573
18296;TIMLEP;756259.8634;6302305.066
18297;TIMLEP;730127.7719;6285165.86
18298;TIMLEP;728875.065;6285446.257
18299;TIMLEP;756261.337;6302323.271
18300;TIMLEP;733280.0464;6267486.685
18301;TIMLEP;759666.0363;6312220.47
18302;TIMLEP;766134.9666;6271679.068
18303;TIMLEP;822341.2221;6320903.252
18304;TIMLEP;746288.855;6289242.412
18305;TIMLEP;760918.941;6303768.349
18306;TIMLEP;821650.5219;6303457.003
18307;TIMLEP;821979.7867;6303899.048
18308;TIMLEP;821540.6913;6303341.726
18309;TIMLEP;820671.0102;6302388.311
18310;TIMLEP;841362.1461;6311162.805
18311;TIMLEP;841431.7404;6311142.126
18312;TIMLEP;827731.1285;6341647.002
18313;TIMLEP;820323.7535;6302447.783
18314;TIMLEP;820595.2847;6308303
18315;TIMLEP;794266.4474;6292935.946
18316;TIMLEP;790144.0738;6297768.886
18317;TIMLEP;702691.0544;6256205.745
18318;TIMLEP;804612.5847;6284290.422
18319;TIMLEP;725781.4052;6284392.524
18320;TIMLEP;698507.6791;6211546.768
18321;TIMLEP;690561.8696;6226679.393
18322;TIMLEP;704784.1658;6220861.647
18323;TIMLEP;676366.093;6169782.455
18324;TIMLEP;706814.0354;6221845.063
18325;TIMLEP;704318.2529;6220470.606
18326;TIMLEP;633814.1178;6201294.579
18327;TIMLEP;705236.0536;6221827.228
18328;TIMLEP;695576.531;6199868.99
18329;TIMLEP;775494.9173;6287710.248
18330;TIMLEP;734139.6507;6266037.581
18331;TIMLEP;820007.6809;6308387.071
18332;TIMLEP;790592.7803;6292654.975
18333;TIMLEP;793141.3928;6290018.907
18334;TIMLEP;790583.4046;6292651.665
18335;TIMLEP;821865.8303;6306690.149
18336;TIMLEP;790760.8718;6293409.555
18337;TIMLEP;793142.6438;6289873.885
18338;TIMLEP;792886.3702;6290444.201
18339;TIMLEP;792869.9004;6290478.86
18340;TIMLEP;793139.6784;6290660.632
18341;TIMLEP;793209.2065;6290030.907
18342;TIMLEP;727779.6907;6284862.919
18343;TIMLEP;727311.941;6284948.178
18344;TIMLEP;790324.1515;6292436.572
18345;TIMLEP;819972.0655;6308573.05
18346;TIMLEP;790056.8148;6290626.2
18347;TIMLEP;699197.8861;6205169.575
18348;TIMLEP;818284.943;6317938.667
18349;TIMLEP;793526.9397;6293416.64
18350;TIMLEP;765358.6385;6272416.114
18351;TIMLEP;766233.1663;6269632.675
18352;TIMLEP;766158.2639;6271962.022
18353;TIMLEP;766141.513;6271942.341
18354;TIMLEP;766110.3174;6271997.237
18355;TIMLEP;766073.197;6271823.925
18356;TIMLEP;766111.2415;6271898.634
18357;TIMLEP;765699.9857;6272563.425
18358;TIMLEP;765719.5969;6272276.992
18359;TIMLEP;766052.8532;6271784.923
18360;TIMLEP;648871.0807;6169309.178
18361;TIMLEP;649204.1845;6169752.651
18362;TIMLEP;650230.9256;6169411.004
18363;TIMLEP;792407.4241;6289900.08
18364;TIMLEP;758784.479;6305546.885
18365;TIMLEP;792911.7104;6290438.435
18366;TIMLEP;791405.3;6289183.9
18367;TIMLEP;712100.0307;6153038.286
18368;TIMLEP;710275.4852;6223981.808
18369;TIMLEP;791570.5079;6289661.44
18370;TIMLEP;763685.5378;6297069.496
18371;TIMLEP;766331.4762;6269463.174
18372;TIMLEP;674031.9565;6206587.564
18373;TIMLEP;681621.0009;6208982.923
18374;TIMLEP;727630.0074;6283290.311
18375;TIMLEP;678819.1594;6230133.312
18376;TIMLEP;647106.9485;6249721.73
18377;TIMLEP;767314.9282;6270613.233
18378;TIMLEP;795695.7138;6364690.409
18379;TIMLEP;702524.3629;6203268.208
18380;TIMLEP;740281.5561;6258280.991
18381;TIMLEP;741707.5926;6258145.625
18382;TIMLEP;741636.0517;6264525.427
18383;TIMLEP;748691.1899;6262585.631
18384;TIMLEP;748910.2517;6262209.377
18385;TIMLEP;748731.7743;6262041.282
18386;TIMLEP;747620.6204;6262066.256
18387;TIMLEP;746767.1242;6261959.917
18388;TIMLEP;740645.0563;6257305.108
18389;TIMLEP;750871.7095;6261517.403
18390;TIMLEP;754169.473;6267513.881
18391;TIMLEP;745565.3883;6259940.559
18392;TIMLEP;748302.9461;6265469.085
18393;TIMLEP;763737.7754;6287167.052
18394;TIMLEP;763974.1564;6287546.763
18395;TIMLEP;767521.3272;6292580.52
18396;TIMLEP;682711.3893;6171764.698
18397;TIMLEP;710180.8828;6224066.806
18398;TIMLEP;695880.4883;6233365.965
18399;TIMLEP;695713.5454;6231831.871
18400;TIMLEP;696065.3143;6229708.191
18401;TIMLEP;695620.3368;6233532.897
18402;TIMLEP;730088.9501;6251622.143
18403;TIMLEP;695588.4121;6235600.729
18404;TIMLEP;744416.6677;6260175.791
18405;TIMLEP;715384.3373;6244133.167
18406;TIMLEP;705786.5831;6242661.051
18407;TIMLEP;717341.3235;6245283.16
18408;TIMLEP;715776.5713;6244111.887
18409;TIMLEP;695753.3103;6234144.26
18410;TIMLEP;697076.4533;6235966.745
18411;TIMLEP;697434.2798;6236233.404
18412;TIMLEP;752227.9483;6302613.124
18413;TIMLEP;638174.5635;6242986.189
18414;TIMLEP;767267.5077;6299597.788
18415;TIMLEP;761796.7764;6313333.601
18416;TIMLEP;644553.828;6231004.526
18417;TIMLEP;643642.5338;6226236.811
18418;TIMLEP;645986.221;6224702.988
18419;TIMLEP;643620.0949;6226327.656
18420;TIMLEP;645313.0278;6230402.395
18421;TIMLEP;643592.0787;6228623.408
18422;TIMLEP;652449.0548;6243732.642
18423;TIMLEP;692557.8797;6172365.123
18424;TIMLEP;692475.2926;6172374.337
18425;TIMLEP;692493.9473;6172390.117
18426;TIMLEP;692578.8713;6172414.483
18427;TIMLEP;692611.2415;6172430.351
18428;TIMLEP;692661.8311;6172442.973
18429;TIMLEP;702998.022;6252796.248
