;species;xcoord;ycoord
18430;TIMLEP;728532.1334;6278043.548
18431;TIMLEP;706029.2898;6241414.093
18432;TIMLEP;706029.2828;6241421.547
18433;TIMLEP;708937.0042;6242953.035
18434;TIMLEP;713001.361;6236600.587
18435;TIMLEP;709686.592;6240262.428
18436;TIMLEP;702172.8968;6237669.139
18437;TIMLEP;708247.2097;6240033.97
18438;TIMLEP;708062.7482;6240055.636
18439;TIMLEP;709486.8517;6243910.846
18440;TIMLEP;709487.0108;6243913.735
18441;TIMLEP;710280.4082;6245233.044
18442;TIMLEP;710197.5118;6245238.576
18443;TIMLEP;710195.0589;6245249.139
18444;TIMLEP;713971.0817;6255191.568
18445;TIMLEP;760308.5251;6278662.552
18446;TIMLEP;777865.8963;6286001.775
18447;TIMLEP;777645.3645;6286071.439
18448;TIMLEP;709452.992;6243028.699
18449;TIMLEP;792764.2176;6313667.104
18450;TIMLEP;690247.7674;6193264.87
18451;TIMLEP;690016.7941;6194310.793
18452;TIMLEP;690208.3871;6193257.146
18453;TIMLEP;826348.2634;6363533.351
18454;TIMLEP;703927.0951;6227751.021
18455;TIMLEP;806228.3009;6309041.643
18456;TIMLEP;702381.6292;6206177.188
18457;TIMLEP;820498.7759;6300675.385
18458;TIMLEP;820535.8777;6300769.331
18459;TIMLEP;820610.9891;6301227.488
18460;TIMLEP;806206.8003;6294874.327
18461;TIMLEP;820513.1854;6300733.591
18462;TIMLEP;820793.7753;6307570.43
18463;TIMLEP;820706.7506;6301602.981
18464;TIMLEP;819199.0762;6300440.86
18465;TIMLEP;807954.9443;6295405.673
18466;TIMLEP;806803.9925;6296421.833
18467;TIMLEP;804290.4836;6294207.975
18468;TIMLEP;819832.8713;6309112.143
18469;TIMLEP;820285.9224;6302361.761
18470;TIMLEP;822999.6906;6305747.447
18471;TIMLEP;822514.4165;6305709.891
18472;TIMLEP;760840.4877;6280541.933
18473;TIMLEP;696146.6666;6220876.837
18474;TIMLEP;696290.4904;6220607.349
18475;TIMLEP;746725.3694;6288664.959
18476;TIMLEP;762324.9233;6295533.39
18477;TIMLEP;700427.5544;6215391.638
18478;TIMLEP;679813.1129;6184764.145
18479;TIMLEP;691829.558;6199513.629
18480;TIMLEP;685652.0636;6209156.095
18481;TIMLEP;701029.9599;6209093.11
18482;TIMLEP;685655.32;6209144.6
18483;TIMLEP;686380.2084;6208297.505
18484;TIMLEP;768224.1594;6293789.987
18485;TIMLEP;764078.7394;6278599.665
18486;TIMLEP;676158.5683;6169910.202
18487;TIMLEP;729783.9227;6274505.93
18488;TIMLEP;731339.7474;6275723.624
18489;TIMLEP;730103.9018;6285117.992
18490;TIMLEP;737349.9258;6278986.228
18491;TIMLEP;691311.9406;6248905.063
18492;TIMLEP;676406.9448;6249734.085
18493;TIMLEP;701122.4423;6254426.552
18494;TIMLEP;726278.1704;6282244.055
18495;TIMLEP;735723.5081;6277565.296
18496;TIMLEP;744718.5542;6274840.636
18497;TIMLEP;738155.1698;6288661.028
18498;TIMLEP;702691.1521;6253081.233
18499;TIMLEP;685431.711;6252456.746
18500;TIMLEP;764733.7578;6318196.173
18501;TIMLEP;773688.3544;6315973.007
18502;TIMLEP;773653.8791;6315974.323
18503;TIMLEP;764726.7991;6318202.968
18504;TIMLEP;773654.4486;6316073.049
18505;TIMLEP;696599.7511;6274643.386
18506;TIMLEP;681659.1731;6186437.982
18507;TIMLEP;679633.4877;6185880.356
18508;TIMLEP;689423.3716;6188711.186
18509;TIMLEP;689290.5163;6188605.468
18510;TIMLEP;694983.136;6194792.998
18511;TIMLEP;682945.7327;6154889.488
18512;TIMLEP;685939.1898;6157747.09
18513;TIMLEP;691232.4043;6163973.292
18514;TIMLEP;692328.8611;6193358.523
18515;TIMLEP;683809.9709;6158941.079
18516;TIMLEP;677670.1127;6197063.002
18517;TIMLEP;677767.4541;6197065.556
18518;TIMLEP;677836.4335;6196764.62
18519;TIMLEP;679310.8961;6196987.695
18520;TIMLEP;677681.0332;6197100.435
18521;TIMLEP;690190.39;6193259.177
18522;TIMLEP;684219.5819;6158753.3
18523;TIMLEP;684211.8408;6158751.976
18524;TIMLEP;659652.0842;6170509.059
18525;TIMLEP;660227.6701;6169800.296
18526;TIMLEP;660098.1391;6171442.868
18527;TIMLEP;660170.9964;6170549.344
18528;TIMLEP;696771.9537;6211718.349
18529;TIMLEP;646996.2525;6249770.965
18530;TIMLEP;693903.4055;6171820.822
18531;TIMLEP;720822.4816;6252484.48
18532;TIMLEP;693195.2171;6204554.2
18533;TIMLEP;693189.6166;6204463.118
18534;TIMLEP;697862.1137;6213040.818
18535;TIMLEP;790136.9239;6297778.053
18536;TIMLEP;790147.1925;6297785.086
18537;TIMLEP;693130.7;6204516.2
18538;TIMLEP;746960.6089;6316466.922
18539;TIMLEP;782055.5954;6291807.039
18540;TIMLEP;794213.9825;6293308.807
18541;TIMLEP;794079.6732;6293529.468
18542;TIMLEP;694021.9452;6204800.977
18543;TIMLEP;660128.5248;6170427.917
18544;TIMLEP;660133.5542;6170430.776
18545;TIMLEP;693018.0273;6204432.117
18546;TIMLEP;708561.9716;6256083.949
18547;TIMLEP;715381.3308;6236917.786
18548;TIMLEP;715398.9861;6235758.205
18549;TIMLEP;715242.7583;6234305.471
18550;TIMLEP;715368.8272;6236707.536
18551;TIMLEP;715359.265;6236728.526
18552;TIMLEP;715182.321;6234310.108
18553;TIMLEP;715558.9794;6236096.995
18554;TIMLEP;693021.8967;6204444.751
18555;TIMLEP;692922.6594;6204309.871
18556;TIMLEP;678411.3387;6231023.228
18557;TIMLEP;692922.6594;6204309.871
18558;TIMLEP;693294.0788;6204656.968
18559;TIMLEP;693035.9933;6204390.675
18560;TIMLEP;687536.9739;6195724.276
18561;TIMLEP;692879.4872;6203851.226
18562;TIMLEP;692363.5014;6199546.817
18563;TIMLEP;693192.43;6204459.08
18564;TIMLEP;691077.3295;6197559.165
18565;TIMLEP;790136.326;6297688.214
18566;TIMLEP;790153.2918;6297780.756
18567;TIMLEP;715235.8189;6234521.132
18568;TIMLEP;715385.9742;6236845.32
18569;TIMLEP;715343.0498;6235553.292
18570;TIMLEP;721666.7047;6241111.465
18571;TIMLEP;721668.7564;6241104.8
18572;TIMLEP;715226.5066;6235395.478
18573;TIMLEP;715150.1728;6235148.939
18574;TIMLEP;762622.9602;6284933.22
18575;TIMLEP;715198.9558;6235768.51
18576;TIMLEP;729075.2;6287724.017
18577;TIMLEP;790146.5615;6297771.147
18578;TIMLEP;781989.9433;6291777.251
18579;TIMLEP;693055.6652;6204319.614
18580;TIMLEP;722878.6793;6240627.978
18581;TIMLEP;721911.139;6241184.883
18582;TIMLEP;694957.3683;6238655.716
18583;TIMLEP;688185.4655;6215841.841
18584;TIMLEP;730136.7501;6251549.251
18585;TIMLEP;705769.835;6222571.073
18586;TIMLEP;689729.7979;6191720.651
18587;TIMLEP;776018.3727;6290730.565
18588;TIMLEP;725015.0238;6283531.549
18589;TIMLEP;728192.5677;6286463.453
18590;TIMLEP;728133.3143;6285128.713
18591;TIMLEP;727936.8871;6285201.52
18592;TIMLEP;761510.0405;6307764.839
18593;TIMLEP;707834.3;6226239.911
18594;TIMLEP;702690.1772;6256171.954
18595;TIMLEP;690680.1703;6255895.283
18596;TIMLEP;708317.8619;6225709.948
18597;TIMLEP;708652.9324;6226381.167
18598;TIMLEP;793697.3847;6367978.953
18599;TIMLEP;798777.7753;6369861.795
18600;TIMLEP;796849.2483;6369523.589
18601;TIMLEP;793697.3847;6367978.953
18602;TIMLEP;794897.5251;6367422.555
18603;TIMLEP;727267.5368;6285007.086
18604;TIMLEP;785957.7955;6300641.678
18605;TIMLEP;727616.117;6270219.679
18606;TIMLEP;825523.811;6302617.464
18607;TIMLEP;829505.5011;6302439.729
18608;TIMLEP;827013;6302860
18609;TIMLEP;819584.5144;6308326.044
18610;TIMLEP;824967.4442;6308361.25
18611;TIMLEP;825797.6154;6303471.8
18612;TIMLEP;819892.9532;6300488.44
18613;TIMLEP;819937.9092;6300852.524
18614;TIMLEP;819679.6599;6301172.999
18615;TIMLEP;807075.3488;6297065.414
18616;TIMLEP;820244.2993;6302553.715
18617;TIMLEP;825240.5004;6307902.355
18618;TIMLEP;824964.1278;6308529.692
18619;TIMLEP;791188.6972;6314723.251
18620;TIMLEP;794357.1059;6315721.015
18621;TIMLEP;814133.0407;6306843.413
18622;TIMLEP;813967.2995;6306654.697
18623;TIMLEP;793514.9155;6315456.102
18624;TIMLEP;793231.6776;6315029.466
18625;TIMLEP;813706.4108;6306766.966
18626;TIMLEP;819867.7368;6300543.053
18627;TIMLEP;819974.9208;6300813.629
18628;TIMLEP;819732.0472;6301143.002
18629;TIMLEP;820301.9876;6302516.945
18630;TIMLEP;825236.6775;6307921.196
18631;TIMLEP;825091.0536;6308480.609
18632;TIMLEP;825092.6796;6308398.107
18633;TIMLEP;798977.5659;6305211.419
18634;TIMLEP;795450.2884;6304694.709
18635;TIMLEP;795157.9026;6304507.979
18636;TIMLEP;795966.1251;6304943.305
18637;TIMLEP;794831.4544;6308539.215
18638;TIMLEP;794945.8751;6308155.824
18639;TIMLEP;806917.5732;6313703.02
18640;TIMLEP;793513.066;6315464.661
18641;TIMLEP;805666.4817;6314465.394
18642;TIMLEP;821661.5505;6299971.131
18643;TIMLEP;822590.5956;6307911.783
18644;TIMLEP;803924.0244;6311655.085
18645;TIMLEP;802633.1819;6311823.09
18646;TIMLEP;791729.4569;6313202.328
18647;TIMLEP;792290.9291;6312526.723
18648;TIMLEP;819925.5822;6309092.71
18649;TIMLEP;819890.7892;6308194.551
18650;TIMLEP;820166.5736;6307845.545
18651;TIMLEP;818927.2096;6309063.607
18652;TIMLEP;821946.6922;6298526.758
18653;TIMLEP;820166.0204;6307874.767
18654;TIMLEP;820157.3625;6307785.186
18655;TIMLEP;820294.3327;6302465.17
18656;TIMLEP;819704.9135;6301207.902
18657;TIMLEP;819935.5653;6300885.187
18658;TIMLEP;819876.7612;6300522.565
18659;TIMLEP;821964.882;6298389.338
18660;TIMLEP;821656.5339;6299962.427
18661;TIMLEP;821656.5009;6299964.148
18662;TIMLEP;821571.824;6299874.72
18663;TIMLEP;821980.4629;6298387.915
18664;TIMLEP;821953.9986;6298506.233
18665;TIMLEP;821522.4439;6299927.149
18666;TIMLEP;825206.4165;6307705.645
18667;TIMLEP;794300.1602;6316073.905
18668;TIMLEP;793661.9305;6316352.912
18669;TIMLEP;793575.7483;6315888.022
18670;TIMLEP;791198.8876;6314733.702
18671;TIMLEP;791406.7626;6313225.155
18672;TIMLEP;821961.0306;6298409.93
18673;TIMLEP;808625.5675;6316038.732
18674;TIMLEP;794228.9534;6315995.575
18675;TIMLEP;803577.1842;6312197.555
18676;TIMLEP;821538.9754;6299875.813
18677;TIMLEP;803932.6722;6311653.509
18678;TIMLEP;793492.8722;6315431.735
18679;TIMLEP;793247.0333;6315039.996
18680;TIMLEP;821955.2637;6298530.367
18681;TIMLEP;793941.8269;6316533.907
18682;TIMLEP;793558.3431;6315899.785
18683;TIMLEP;825201.4408;6307782.931
18684;TIMLEP;794238.001;6315966.518
18685;TIMLEP;793651.696;6316345.893
18686;TIMLEP;793617.3488;6315871.465
18687;TIMLEP;772410.2971;6316107.172
18688;TIMLEP;820885.9059;6301852.546
18689;TIMLEP;825840.649;6302886.292
18690;TIMLEP;772760.1012;6315953.215
18691;TIMLEP;772965.7752;6315598.433
18692;TIMLEP;773298.7889;6315409.956
18693;TIMLEP;773630.6661;6315321.075
18694;TIMLEP;773909.1889;6315966.507
18695;TIMLEP;793240.2675;6315031.31
18696;TIMLEP;807976.7658;6295382.2
18697;TIMLEP;804565.6227;6292023.496
18698;TIMLEP;831400.1289;6304475.491
18699;TIMLEP;827546.8622;6303235.648
18700;TIMLEP;825511.3762;6299740.227
18701;TIMLEP;702655.7858;6155282.919
18702;TIMLEP;703018.0887;6252714.695
18703;TIMLEP;695316.5181;6218661.093
18704;TIMLEP;695225.8537;6218887.073
18705;TIMLEP;696538.2833;6218358.066
18706;TIMLEP;696685.5918;6218276.663
18707;TIMLEP;759115.1889;6274724.807
18708;TIMLEP;741425.1011;6288786.598
18709;TIMLEP;739817.0412;6289452.15
18710;TIMLEP;741267.2345;6288908.599
18711;TIMLEP;695754.6913;6259713.176
18712;TIMLEP;749559.2606;6271758.462
18713;TIMLEP;746625.8376;6270358.954
18714;TIMLEP;746560.2711;6287215.916
18715;TIMLEP;751537.3427;6271138.973
18716;TIMLEP;746815.1041;6270488.598
18717;TIMLEP;746369.3795;6270247.591
18718;TIMLEP;744098.7034;6260006.857
18719;TIMLEP;725042.331;6249021.481
18720;TIMLEP;760217.4069;6268563.859
18721;TIMLEP;820087.4785;6300690.589
18722;TIMLEP;757556.5917;6294068.808
18723;TIMLEP;698585.52;6206577.318
18724;TIMLEP;678554.3993;6198004.576
18725;TIMLEP;680335.6083;6196771.206
18726;TIMLEP;680234.9938;6197357.897
18727;TIMLEP;698651.7213;6206410.954
18728;TIMLEP;680342.15;6196689.895
18729;TIMLEP;660537.1937;6242698.263
18730;TIMLEP;646754.1684;6249430.921
18731;TIMLEP;680364.3932;6196795.584
18732;TIMLEP;677461.0426;6196147.949
18733;TIMLEP;674720.8185;6196443.113
18734;TIMLEP;790015.2318;6349689.641
18735;TIMLEP;790055.0719;6349752.431
18736;TIMLEP;672113.9548;6233161.702
18737;TIMLEP;662471.7204;6245168.346
18738;TIMLEP;660198.2606;6246044.707
18739;TIMLEP;646649.9917;6246643.411
18740;TIMLEP;654208.0529;6230864.088
18741;TIMLEP;680507.2136;6196552.724
18742;TIMLEP;680506.3688;6196543.83
18743;TIMLEP;676544.619;6196046.567
18744;TIMLEP;646405.6333;6248026.917
18745;TIMLEP;679805.726;6198078.829
18746;TIMLEP;691292.6607;6189879.3
18747;TIMLEP;691347.2763;6189989.519
18748;TIMLEP;688055.5057;6199950.129
18749;TIMLEP;688688.4939;6199770.692
18750;TIMLEP;689428.3319;6199467.023
18751;TIMLEP;690169.8787;6194474.837
18752;TIMLEP;689718.1466;6188642.009
18753;TIMLEP;689738.2265;6191673.546
18754;TIMLEP;691313.898;6189993.065
18755;TIMLEP;691248.7207;6189868.855
18756;TIMLEP;688671.1112;6188846.874
18757;TIMLEP;688958.4883;6188364.843
18758;TIMLEP;689752.3867;6188069.346
18759;TIMLEP;689713.5207;6189048.24
18760;TIMLEP;689696.9801;6188593.014
18761;TIMLEP;660908.7585;6170043.856
18762;TIMLEP;688046.2012;6199960.381
18763;TIMLEP;688697.3207;6199802.141
18764;TIMLEP;689459.903;6199461.727
18765;TIMLEP;690147.0215;6194453.878
18766;TIMLEP;689773.5296;6188102.585
18767;TIMLEP;688947.4395;6188513.704
18768;TIMLEP;691225.0782;6189837.375
18769;TIMLEP;690323.9141;6194524.849
18770;TIMLEP;687058.311;6167597.884
18771;TIMLEP;690125.3945;6194448.174
18772;TIMLEP;691255.1541;6189835.094
18773;TIMLEP;689452.2587;6199416.035
18774;TIMLEP;688703.7765;6199796.633
18775;TIMLEP;688653.5903;6188876.671
18776;TIMLEP;688014.585;6199939.463
18777;TIMLEP;688984.8559;6188368.301
18778;TIMLEP;689752.4949;6188137.642
18779;TIMLEP;660103.1776;6168869.918
18780;TIMLEP;687071.5958;6167551.055
18781;TIMLEP;686943.6711;6168355.509
18782;TIMLEP;687377.9981;6161853.228
18783;TIMLEP;688471.6416;6158811.218
18784;TIMLEP;687567.8876;6164655.37
18785;TIMLEP;669384.8422;6186256.626
18786;TIMLEP;690887.0996;6192030.188
18787;TIMLEP;687378.7322;6167274.068
18788;TIMLEP;687709.2366;6161935.539
18789;TIMLEP;689691.7945;6188647.304
18790;TIMLEP;687342.1374;6167495.488
18791;TIMLEP;691235.6655;6189870.624
18792;TIMLEP;691318.3895;6189977.303
18793;TIMLEP;689726.5107;6188375.835
18794;TIMLEP;687375.0614;6167437.194
18795;TIMLEP;688494.2196;6188621.307
18796;TIMLEP;689776.2778;6188097.327
18797;TIMLEP;687394.6259;6161910.079
18798;TIMLEP;687082.5755;6167569.316
18799;TIMLEP;687342.0551;6167453.327
18800;TIMLEP;687704.8269;6161936.783
18801;TIMLEP;761345.2979;6293648.924
18802;TIMLEP;707635.7391;6224288.028
18803;TIMLEP;692922.6594;6204309.871
18804;TIMLEP;728483.8062;6285907.663
18805;TIMLEP;762174.1401;6287854.581
18806;TIMLEP;707901.7961;6224364.87
18807;TIMLEP;728906.1454;6285530.078
18808;TIMLEP;762432.021;6287606.515
18809;TIMLEP;790159.1796;6297814.297
18810;TIMLEP;707741.7258;6224305.684
18811;TIMLEP;761833.9428;6291636.446
18812;TIMLEP;790144.0634;6297763.942
18813;TIMLEP;722546.0534;6251667.334
18814;TIMLEP;789219.9366;6297852.353
18815;TIMLEP;708045.2907;6224686.815
18816;TIMLEP;789233.5019;6297915.142
18817;TIMLEP;690315.0871;6234209.971
18818;TIMLEP;728434.1795;6285657
18819;TIMLEP;823350.0044;6297858.712
18820;TIMLEP;790154.7473;6297778.326
18821;TIMLEP;818953.4941;6309080.76
18822;TIMLEP;804483.1941;6292030.158
18823;TIMLEP;807993.6824;6295343.983
18824;TIMLEP;808037.7917;6294986.377
18825;TIMLEP;806858.1769;6297071.492
18826;TIMLEP;806953.2596;6297172.985
18827;TIMLEP;795441.8469;6304697.519
18828;TIMLEP;795134.031;6304503.677
18829;TIMLEP;796227.0707;6305166.922
18830;TIMLEP;799027.4483;6305237.494
18831;TIMLEP;805501.8503;6314605.438
18832;TIMLEP;806968.4867;6313695.558
18833;TIMLEP;794917.8717;6308490.525
18834;TIMLEP;794837.1871;6308348.346
18835;TIMLEP;802633.359;6311857.899
18836;TIMLEP;791428.3822;6313245.101
18837;TIMLEP;809175.7949;6348574.752
18838;TIMLEP;790145.9189;6297669.713
18839;TIMLEP;790143.615;6297805.365
18840;TIMLEP;693230.5459;6204449.156
18841;TIMLEP;820131.9639;6307706.791
18842;TIMLEP;820146.5461;6307848.073
18843;TIMLEP;819971.0299;6309099.914
18844;TIMLEP;692364.7482;6193345.807
18845;TIMLEP;704753.6077;6201578.532
18846;TIMLEP;766595.4509;6322035.305
18847;TIMLEP;766588.1931;6322044.426
18848;TIMLEP;766583.9117;6322035.255
18849;TIMLEP;759726.2887;6301534.663
18850;TIMLEP;707658.0327;6152004.581
18851;TIMLEP;707430.5377;6151451.278
18852;TIMLEP;707426.9337;6151479.501
18853;TIMLEP;707432.639;6151467.543
18854;TIMLEP;707431.6674;6151452.418
18855;TIMLEP;707423.1746;6151491.514
18856;TIMLEP;707432.431;6151465.472
18857;TIMLEP;823732.0297;6357651.971
18858;TIMLEP;662625.7821;6248211.592
18859;TIMLEP;662633.8372;6248207.463
18860;TIMLEP;695410.8713;6219865.852
18861;TIMLEP;662654.6455;6248211.499
18862;TIMLEP;662711.9838;6248279.267
18863;TIMLEP;791318.4585;6290104.198
18864;TIMLEP;792447.8159;6289868.425
18865;TIMLEP;787274.6847;6288451.785
18866;TIMLEP;793187.7909;6289863.432
18867;TIMLEP;818580.4449;6308851.979
18868;TIMLEP;704615.2441;6201369.363
18869;TIMLEP;702374.5481;6188435.904
18870;TIMLEP;688899.8909;6199619.002
18871;TIMLEP;795712.0694;6365763.842
18872;TIMLEP;691806.5481;6169453.725
18873;TIMLEP;691679.22;6169512.061
18874;TIMLEP;691671.2459;6169507.066
18875;TIMLEP;691867.2871;6169416.72
18876;TIMLEP;692052.0588;6169387.633
18877;TIMLEP;692182.9759;6169393.893
18878;TIMLEP;692133.3569;6169406.22
18879;TIMLEP;691806.7211;6169460.621
18880;TIMLEP;691940.8918;6169387.684
18881;TIMLEP;693694.8922;6194006.458
18882;TIMLEP;715158.1873;6237138.097
18883;TIMLEP;691665.3029;6225291.553
18884;TIMLEP;820755.3249;6308116.385
18885;TIMLEP;820487.4815;6308352.665
18886;TIMLEP;790307.3678;6291828.147
18887;TIMLEP;790292.7126;6292464.781
18888;TIMLEP;821382.8695;6305944.856
18889;TIMLEP;819258.7446;6308444.446
18890;TIMLEP;763385.3821;6308607.181
18891;TIMLEP;727536.1709;6284783.985
18892;TIMLEP;689551.9655;6229362.939
18893;TIMLEP;654371.7633;6237533.196
18894;TIMLEP;653107.839;6229473.912
18895;TIMLEP;654424.0703;6237486.054
18896;TIMLEP;654371.5996;6237509.429
18897;TIMLEP;654378.3137;6237517.049
18898;TIMLEP;654391.9024;6237509.54
18899;TIMLEP;654356.5896;6237498.086
18900;TIMLEP;654390.5819;6237500.502
18901;TIMLEP;654379.4583;6237545.437
18902;TIMLEP;654391.9024;6237509.54
18903;TIMLEP;660002.061;6247823.02
18904;TIMLEP;654388.1314;6237518.717
18905;TIMLEP;654830.5498;6238464.238
18906;TIMLEP;790232.9244;6273742.666
18907;TIMLEP;790705.9972;6273575.563
18908;TIMLEP;689581.4554;6189068.223
18909;TIMLEP;790595.8791;6273590.516
18910;TIMLEP;661407.4579;6220477.805
18911;TIMLEP;663678.0086;6218843.235
18912;TIMLEP;662611.0389;6219514.707
18913;TIMLEP;659300.0406;6222822.577
18914;TIMLEP;660108.2281;6220778.464
18915;TIMLEP;659678.3432;6222840.021
18916;TIMLEP;671711.0677;6216694.955
18917;TIMLEP;689216.2154;6245126.22
18918;TIMLEP;689623.0305;6248443.692
18919;TIMLEP;688506.1693;6252696.596
18920;TIMLEP;689344.3251;6246913.755
18921;TIMLEP;689217.6433;6245751.426
18922;TIMLEP;715381.9355;6240461.656
18923;TIMLEP;716606.8541;6241587.505
18924;TIMLEP;790597.2415;6292656.403
18925;TIMLEP;743080.7607;6297310.662
18926;TIMLEP;746247.3882;6289142.05
18927;TIMLEP;733228.2881;6253528.157
18928;TIMLEP;775976.8417;6290630.189
18929;TIMLEP;730343.1983;6272011.365
18930;TIMLEP;725016.8513;6283532.032
18931;TIMLEP;714996.8444;6254712.244
18932;TIMLEP;681856.3261;6171019.785
18933;TIMLEP;806140.5139;6309747.371
18934;TIMLEP;806451.4712;6310429.964
18935;TIMLEP;805943.2117;6309595.133
18936;TIMLEP;822015.1866;6298408.541
18937;TIMLEP;749828.0953;6302114.908
18938;TIMLEP;727175.4105;6289024.402
18939;TIMLEP;765951.1444;6272204.809
18940;TIMLEP;727865.7118;6289898.93
18941;TIMLEP;766027.6562;6271768.217
18942;TIMLEP;727018.8915;6289155.182
18943;TIMLEP;749124.2883;6277818.888
18944;TIMLEP;703055.1364;6243294.639
18945;TIMLEP;695974.7184;6212992.321
18946;TIMLEP;794836.0268;6366694.018
18947;TIMLEP;669309.9873;6185387.431
18948;TIMLEP;757885.6764;6277004.415
18949;TIMLEP;695852.5157;6229285.734
18950;TIMLEP;757718.2445;6277350.45
18951;TIMLEP;794908.0191;6366421.015
18952;TIMLEP;795038.982;6366468.989
18953;TIMLEP;708253.3151;6225802.966
18954;TIMLEP;794889.01;6366418.95
18955;TIMLEP;793553.0247;6367076.991
18956;TIMLEP;717205.6596;6241067.143
18957;TIMLEP;697251.0394;6275516.202
18958;TIMLEP;768253.1601;6300151.94
18959;TIMLEP;769112.0438;6302640.07
18960;TIMLEP;731224.1174;6283378.987
18961;TIMLEP;726891.4275;6283397.192
18962;TIMLEP;726767.9897;6283514.009
18963;TIMLEP;737225.341;6278762.535
18964;TIMLEP;707143.5085;6226062.786
18965;TIMLEP;677816.9893;6195826.174
18966;TIMLEP;678378.6046;6195264.533
18967;TIMLEP;678383.8478;6195257.519
18968;TIMLEP;715386.1678;6237510.914
18969;TIMLEP;733428.7999;6266135.429
18970;TIMLEP;733254.5693;6266129.584
18971;TIMLEP;743117.8421;6264668.578
18972;TIMLEP;732839.3097;6265954.318
18973;TIMLEP;766899.9801;6273149.246
18974;TIMLEP;807432.6337;6315215.064
18975;TIMLEP;737268.1808;6256655.825
18976;TIMLEP;737268.1808;6256655.825
18977;TIMLEP;737556.2828;6258865.303
18978;TIMLEP;728584.7243;6285737.12
18979;TIMLEP;737630.5267;6263508.79
18980;TIMLEP;729293.8019;6285547.694
18981;TIMLEP;754062.772;6267605.873
18982;TIMLEP;754111.9953;6267861.496
18983;TIMLEP;759365.2239;6278272.713
18984;TIMLEP;753509.8396;6266309.158
18985;TIMLEP;821425.073;6305948.828
18986;TIMLEP;732058.462;6253362.541
18987;TIMLEP;766314.5349;6272655.661
18988;TIMLEP;765369.7044;6272398.09
18989;TIMLEP;766112.952;6272329.967
18990;TIMLEP;766080.7889;6272273.052
18991;TIMLEP;761309.5599;6298726.864
18992;TIMLEP;766027.1598;6271775.32
18993;TIMLEP;766000.3197;6272298.895
18994;TIMLEP;766036.2756;6271769.524
18995;TIMLEP;766030.3186;6271774.797
18996;TIMLEP;765994.9611;6272278.036
18997;TIMLEP;765987.6344;6272141.709
18998;TIMLEP;765365.6031;6272422.855
18999;TIMLEP;766004.4239;6272291.482
19000;TIMLEP;765991.0422;6272265.677
19001;TIMLEP;766065.1932;6272276.121
19002;TIMLEP;767543.4134;6272251.57
19003;TIMLEP;765994.1661;6272267.654
19004;TIMLEP;765985.5791;6272290.686
